Genre,TrackCount
"gujarati garba, hindi pop, gujarati pop, bollywood, desi pop, desi",2
"french rap, moroccan rap, moroccan pop",2
"mandopop, taiwanese pop, c-pop, chinese r&b, taiwanese indie, cantopop",2
"taiwanese indie, chinese indie, chinese rock, taiwanese pop",2
"opm, harana, p-pop, pinoy alternative, pinoy rock",2
"taiwanese indie, chinese indie, taiwanese pop, mandopop",2
"private school piano, amapiano, gqom",2
"mollywood, malayalam pop, tollywood, telugu pop",2
"tollywood, telugu pop, tamil dance, tamil pop, kollywood, kannada pop",2
"corridos tumbados, corrido, corridos belicos, musica mexicana",2
"jazz house, lo-fi house, disco house, funky house",2
"khaleeji, egyptian pop, egyptian shaabi, mahraganat",2
"cumbia, chicha, huayno",2
"chinese r&b, chinese hip hop, mandopop, taiwanese pop, c-pop",2
"amapiano, private school piano, gqom, afropiano, 3 step",2
"turkish pop, turkish hip hop, oyun havasi",2
"gospel, brazilian gospel, worship",2
"desi pop, hindi indie, indian indie, desi, sufi",2
"sufi, qawwali, bollywood, hindi pop, desi, ghazal",2
"amapiano, gqom, private school piano, bacardi",2
"country, classic country",2
"trova, villancicos",2
"cumbia sonidera, cumbia, guaracha, salsa, electrocumbia",2
"red dirt, texas country, country, country rock",2
"soft pop, neo soul",2
uk garage,2
"metal, thrash metal, rock, heavy metal, hard rock",2
"rap rock, nu metal",2
"afrobeats, alte, afrobeat, afro r&b, afropop",2
"portuguese hip hop, drill",2
"taiwanese indie, chinese indie, taiwanese pop, mandopop, chinese rock",2
"dembow belico, electro corridos",2
"guaracha, afro house",2
"hindi indie, indian indie, ghazal, sufi, desi",2
tekno,2
"guaracha, rkt, reggaeton chileno, exotica, chilean trap, turreo, chilean mambo",2
"amapiano, afropiano, afrobeats, afrobeat",2
"sertanejo, sertanejo universitario, arrocha, agronejo, sertanejo tradicional",2
folclor andino,2
"lagu jawa, koplo, dangdut",2
"piseiro, arrocha, forro, brazilian funk",2
"moroccan rap, moroccan pop, rai, arabic hip hop",2
"tollywood, telugu pop, tamil pop, tamil dance, kollywood, kannada pop",2
"cumbia, chicha, huayno, electrocumbia",2
"indian indie, bollywood, sufi, hindi indie",2
indonesian jazz,2
"dansktop, dansk pop",2
"arabesk, karadeniz folk",2
"brazilian hip hop, brazilian trap, trap funk, trap",2
"afrobeats, afro adura, afrobeat, afropiano, afropop",2
"afro adura, afrobeats, afrobeat, alte, afropop, afropiano, nigerian drill, afro soul, fuji",2
"taiwanese indie, chinese indie, chinese rock, taiwanese pop, mandopop",2
"anatolian rock, oyun havasi",2
"mandopop, c-pop, chinese r&b, gufeng",2
"forro, piseiro, sertanejo, arrocha, sertanejo universitario, brega",2
"sertanejo, sertanejo universitario, arrocha, forro",2
"arrocha, seresta, piseiro, forro, brega, sertanejo",2
"cumbia nortena, banda, norteno, musica mexicana, corrido, corridos tumbados, grupera, tejano, ranchera, corridos belicos",2
"french rap, drill",2
"3 step, amapiano, gqom, bacardi",2
"brazilian funk, brega funk, funk carioca",2
"polka, cumbia",2
"merengue, latin dance, salsa, latin",2
"colombian pop, reggaeton, spanish-language reggae",2
"rock en espanol, mexican rock, latin rock, latin alternative, ska",2
"big room, edm",2
"reggaeton, urbano latino, latin afrobeats, pop urbano",2
power pop,2
"latin afrobeats, champeta",2
"reggaeton mexa, electro corridos, dembow belico, reggaeton",2
"latin afrobeats, urbano latino, pop urbano",2
"melbourne bounce, electro house",2
"folk rock, folk, singer-songwriter, roots rock, country rock",2
"rock en espanol, folk metal, celtic rock, mexican rock",2
"worship, christian",2
"afro house, afro tech, house",2
grunge,2
jazz rap,2
lo-fi indie,2
"urbano latino, pop urbano",2
"dancehall, soca, riddim, ragga, reggae, shatta",2
"vallenato, champeta",2
"trap latino, latin r&b",2
"chanson quebecoise, pop quebecoise, french pop, chanson",2
"latin pop, colombian pop, rock en espanol",2
sea shanties,2
"singer-songwriter, schlager, neue deutsche welle, german pop",2
"cantopop, v-pop, c-pop, taiwanese pop",2
"punjabi hip hop, indian indie, punjabi pop, desi, desi hip hop, hindi indie, hindi hip hop",2
chilean mambo,2
"french pop, chanson, variete francaise",2
"champeta, latin afrobeats, afrobeat",2
"taiwanese indie, taiwanese pop, mandopop, chinese indie, c-pop, chinese r&b",2
"afrobeats, afrobeat, afropop, afropiano, azonto, afro adura, afro r&b, afroswing",2
"norwegian pop, norsk rock",2
"hard techno, acid techno, tekno",2
"bass house, big room, future house, edm",2
"bass house, tech house, g-house",2
"progressive house, edm, big room",2
"moombahton, edm",2
"brazilian trap, boom bap",2
"chinese r&b, c-pop, mandopop",2
"indonesian pop, indonesian rock, indorock, malay",2
"amapiano, gqom, 3 step",2
"bollywood, desi, hindi pop, desi hip hop, hindi hip hop, desi pop",2
"qawwali, sufi, ghazal, desi pop",2
"pinoy rock, opm",2
"french rap, shatta",2
"chilean mambo, reggaeton chileno, guaracha, chilean trap, mambo",2
"phonk, brazilian phonk, rally house",2
"malayalam hip hop, malayalam pop, mollywood, desi hip hop, tamil hip hop",2
"brazilian funk, brazilian phonk",2
"indonesian pop, malay pop, malay, dangdut",2
"salsa, latin jazz, merengue, son cubano",2
"mahraganat, egyptian pop, egyptian shaabi, egyptian hip hop, arabic hip hop",2
"edm, trance, big room",2
"reggaeton chileno, guaracha, chilean trap, neoperreo",2
"egyptian pop, gnawa, sholawat, moroccan pop, khaleeji",2
"gothic metal, gothic rock, finnish rock",2
"shatta, kompa, zouk",2
"chinese r&b, cantopop, canto r&b",2
"indonesian indie, indonesian indie rock, indonesian rock",2
"indonesian pop, indonesian rock, indorock",2
"lagu timur, hipdut, maluku, dangdut, koplo, funkot",2
"lagu timur, hipdut, maluku, dangdut, funkot, koplo, malay",2
"hindi pop, bollywood, desi, gujarati pop, hindi indie",2
"amapiano, 3 step, private school piano, gqom, bacardi, afropiano",2
"arabesk, karadeniz folk, oyun havasi",2
"chinese hip hop, chinese r&b, mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie, chinese rock",2
"chinese r&b, mandopop, taiwanese indie, taiwanese pop, c-pop, chinese indie",2
"sertanejo, sertanejo universitario, piseiro, arrocha",2
"french rap, moroccan rap",2
"rai, moroccan pop, gnawa",2
"v-pop, new wave, vietnamese hip hop",2
"maskandi, afropop, afro soul",2
"german hip hop, german pop, german indie, german indie pop",2
"electroclash, witch house",2
"afroswing, grime, uk grime, afrobeats",2
"taiwanese indie, chinese indie, chinese r&b, taiwanese pop, mandopop, c-pop",2
"rkt, turreo, candombe",2
"hipdut, dangdut, indonesian hip hop, koplo",2
"pop urbaine, french rap, moroccan pop, moroccan rap",2
"grupera, cumbia, cumbia nortena, tejano",2
"thai trap, thai hip hop, phleng phuea chiwit",2
"christmas, adult standards, vocal jazz",2
"rumba congolaise, merengue",2
"amapiano, afropiano, gqom, 3 step, private school piano",2
"german pop, neue deutsche welle, schlager",2
"3 step, amapiano, afro tech, private school piano, deep house, afro house, gqom",2
"moroccan rap, drill, moroccan pop",2
"french r&b, pop urbaine, afro r&b, zouk",2
"vocal jazz, jazz, swing music, big band, christmas",2
"choral, classical crossover",2
"choral, renaissance, early music, baroque, gregorian chant, medieval",2
catholic music,2
"neoclassical, contemporary classical",2
"shibuya-kei, japanese indie, jangle pop, city pop",2
"salsa, merengue, rumba congolaise, tropical music",2
"tropical music, cumbia, vallenato, rumba congolaise",2
"dansk pop, christmas",2
"worship, christian, pop worship, ccm, gospel",2
vocal jazz,2
"vocal jazz, jazz",2
"big beat, disco polo",2
neoclassical,2
"villancicos, flamenco, flamenco pop, rumba congolaise",2
jazz,2
"finnish rock, iskelma, finnish pop",2
"mandopop, c-pop, chinese r&b",2
"moroccan chaabi, rai, moroccan pop, gnawa",2
drone,2
"lo-fi hip hop, lo-fi, lo-fi beats",2
"drift phonk, phonk, brazilian phonk",2
afropiano,2
"alte, afropiano, afrobeats",2
"gospel, afrogospel, worship",2
classical,2
pinoy rock,2
"thai rock, thai pop, t-pop, southern thai music, phleng phuea chiwit",2
art rock,2
country hip hop,2
"private school piano, amapiano, 3 step, gqom, bacardi",2
"private school piano, deep house, 3 step",2
"country, country rock",2
"latin afrobeats, pop urbano, champeta",2
"haryanvi pop, desi hip hop",2
"punjabi pop, bhangra, desi, bollywood, hindi pop, desi pop",2
"corrido, corridos tumbados, corridos belicos, electro corridos, sierreno, dembow belico",2
"hard house, trance, techno, eurodance, hypertechno, bounce",2
"alte, afro adura",2
"afrobeats, afrobeat, alte, afroswing, afro r&b, afropop, afro soul",2
"opm, p-pop, harana, bisrock, kundiman, parang, pinoy r&b",2
"reggaeton, pop urbano, colombian pop, latin",2
"corrido, corridos tumbados, sierreno, corridos belicos",2
"corrido, corridos tumbados, corridos belicos, sierreno, musica mexicana, sad sierreno, electro corridos, banda",2
"pagode baiano, axe, pagode",2
christian r&b,2
"pagode baiano, axe, piseiro, pagode, arrocha, brazilian pop",2
finnish rock,2
"amapiano, gqom, bacardi, afropiano, private school piano, 3 step",2
"edm, trance, big room, house",2
"tamil hip hop, tamil pop, kollywood, tamil dance, tamil indie",2
"jazz rap, alternative hip hop",2
"lovers rock, riddim, reggae, dancehall, ragga, roots reggae",2
"kizomba, zouk, afro r&b",2
"portuguese hip hop, kizomba, fado",2
"metal, alternative metal",2
"jazz house, jazz",2
"afro r&b, gengetone, afro soul",2
"gengetone, bongo flava, afropop, rumba congolaise, afrobeats, afro soul, afrobeat, kizomba, afro r&b",2
"midwest emo, indie rock",2
"reggae, roots reggae, dancehall, lovers rock, ragga",2
"tech house, house, latin house",2
"art pop, art rock",2
"gospel, christian r&b",2
"motown, classic soul",2
"coupe decale, ndombolo, rap ivoire, rumba congolaise, azonto, bikutsi",2
"bongo flava, afropop",2
"bongo flava, kompa",2
"ndombolo, rumba congolaise, coupe decale",2
"hiplife, asakaa, ghanaian hip hop, highlife, afrobeats, afrobeat, azonto, afropop",2
"afrogospel, gospel",2
"amapiano, 3 step, afropiano, afrobeats, gqom, afropop",2
"afrobeats, hiplife, afropop, afrobeat, afro r&b, asakaa, afro soul",2
"bongo flava, bongo piano, singeli",2
"dancehall, riddim, reggae, ragga, lovers rock, roots reggae",2
"french rap, rap ivoire",2
"afrobeats, kizomba, afrobeat, afro r&b, afropop",2
"tamil indie, bangla pop",2
"afropiano, bongo piano, amapiano",2
"dancehall, soca, afrobeats, afroswing",2
"rap chretien, rap ivoire, coupe decale, afrogospel, gospel, christian",2
"rap ivoire, new wave",2
"reggae, roots reggae, ragga, lovers rock",2
"quiet storm, soul, classic soul",2
"nightcore, happy hardcore",2
"bongo flava, bongo piano, singeli, amapiano",2
"moroccan rap, arabic hip hop, rai, moroccan pop",2
"brazilian trap, trap funk, trap, brazilian hip hop, funk consciente",2
"shatta, soca",2
polka,2
"bollywood, hindi pop, sufi, desi",2
"zouk, ndombolo, rumba congolaise, coupe decale, bikutsi, kompa, azonto",2
"hiplife, azonto, afrobeats, ghanaian hip hop, afrobeat, highlife, afropop, afroswing",2
"asakaa, ghanaian hip hop, rap ivoire, hiplife",2
"moroccan pop, khaleeji, rai",2
"coupe decale, ndombolo, rap ivoire, azonto, afrobeat, afrobeats, rumba congolaise, bikutsi",2
"moombahton, shatta",2
"french rap, chanson, french pop, french r&b, pop urbaine, variete francaise",2
"maloya, reggae",2
"afro soul, 3 step, amapiano, private school piano",2
"afrogospel, christian r&b, gospel",2
"thai pop, t-pop, thai hip hop, thai rock",2
"french r&b, kizomba, zouk, kompa, rumba congolaise, afrobeats, pop urbaine, afrobeat, afro r&b",2
"thai pop, thai hip hop, thai indie pop, t-pop",2
"amapiano, afropiano, bongo piano",2
"minimal techno, melodic house, melodic techno",2
"salsa, son cubano, bolero, cha cha cha, merengue, mambo, latin dance, latin jazz",2
"salsa, bolero, son cubano",2
"latin jazz, salsa, afro-cuban jazz, son cubano, cha cha cha, mambo",2
"son cubano, latin jazz, afro-cuban jazz, latin, bolero",2
"electrocumbia, cumbia, merengue, tropical music",2
"vallenato, merengue",2
"chicha, electrocumbia, cumbia",2
"electrocumbia, chicha, cumbia",2
"tropical music, colombian pop, merengue",2
"salsa, cumbia sonidera, cumbia",2
"reggaeton chileno, flamenco urbano, chilean trap, chilean mambo, neoperreo",2
"reggaeton chileno, chilean mambo, guaracha, chilean trap, mambo",2
"reggaeton chileno, chilean trap, chilean mambo, mambo, reggaeton",2
"chilean trap, neoperreo, reggaeton chileno, chilean mambo",2
"reggaeton chileno, chilean trap, reggaeton mexa, chilean mambo",2
"guaracha, rkt, exotica, reggaeton chileno, turreo, techengue",2
"reggaeton chileno, neoperreo, chilean trap",2
"cumbia, cumbia sonidera, tropical music, son jarocho, merengue",2
"cuarteto, techengue",2
"cumbia, tropical music, grupera, cumbia sonidera, son jarocho",2
"cumbia, son jarocho, tropical music, cumbia sonidera, grupera",2
"cumbia, cumbia sonidera, grupera, son jarocho, electrocumbia, tropical music",2
"cumbia sonidera, cumbia, chicha",2
"latin rock, argentine rock, rock en espanol",2
"cumbia, candombe, tropical music, murga",2
"electrocumbia, cumbia, mexican indie, cumbia sonidera",2
"cumbia, cumbia sonidera, son jarocho, tropical music",2
"cumbia sonidera, cumbia, guaracha, electrocumbia",2
electrocumbia,2
"cumbia sonidera, cumbia, guaracha, salsa",2
"cumbia, cumbia nortena, chicha, cuarteto",2
"tropical music, cumbia, chicha, electrocumbia, merengue",2
"folclor andino, cumbia, chicha, latin folklore",2
"cumbia sonidera, cumbia, folclor andino",2
"bolero, mexican indie, latin indie",2
"cumbia, ranchera",2
"schlagerparty, schlager, german pop",2
"schlager, schlagerparty, neue deutsche welle",2
"drum and bass, dubstep",2
"eurodance, trance",2
alternative dance,2
"disco house, funky house, french house",2
"big room, electro house",2
"big beat, alternative dance, electronic, breakbeat",2
"happy hardcore, eurodance, gabber",2
"tech house, electro house",2
singer-songwriter,2
"eurodance, funk melody",2
"europop, italo disco, eurodance",2
"west coast hip hop, old school hip hop, rap rock, hip hop",2
freestyle,2
"jazz rap, east coast hip hop",2
ska,2
"funk, post-disco",2
"new wave, synthpop, post-punk, madchester",2
"post-disco, disco",2
"classic soul, soul, motown, funk",2
"italo disco, disco, hi-nrg, disco house, nu disco, post-disco, french house",2
"yacht rock, aor",2
"chanson quebecoise, rock quebecois",2
"yacht rock, soft rock, folk rock, singer-songwriter",2
"soft rock, yacht rock",2
"folk rock, singer-songwriter",2
"philly soul, disco",2
"funk, motown, classic soul, funk rock, soul",2
"country rock, mariachi",2
"corridos tumbados, corridos belicos",2
"corrido, corridos tumbados, corridos belicos, sierreno, musica mexicana, sad sierreno, banda, electro corridos",2
"corrido, banda, corridos tumbados, sierreno, corridos belicos, sad sierreno",2
"corridos tumbados, corrido, electro corridos, corridos belicos, sierreno, dembow belico",2
"sierreno, corrido, corridos belicos, corridos tumbados",2
"corridos tumbados, corrido, sad sierreno, sierreno, musica mexicana",2
"banda, norteno",2
"banda, norteno, corrido, ranchera",2
"banda, norteno, ranchera, grupera",2
"banda, cumbia nortena",2
"norteno, grupera, cumbia nortena, tejano",2
"corrido, cumbia nortena, norteno",2
"norteno, cumbia nortena, grupera, tejano, ranchera",2
"tech house, bass house",2
"bassline, bass house, uk garage, drum and bass",2
"tech house, latin house, house",2
"brazilian bass, electronic, electro",2
"tech house, house, disco house, funky house, progressive house",2
"disco house, funky house, chicago house",2
"tech house, disco house",2
"brazilian bass, electronic",2
"funk, post-disco, jazz funk",2
"edm, progressive house",2
"slap house, big room, future house",2
"future house, melodic house",2
"bass house, g-house, dubstep, bassline",2
"bass house, future house",2
"slap house, big room",2
"future house, electro house",2
"electro house, future house",2
"hyphy, west coast hip hop, g-funk",2
